"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Jack Lukosius","Gold Coast",38,"Defender",10.58,2.97,13.55,68.47,0.16,0.18,0,1.87,3.39,1.89,0.37,2.45,0.39,0.63,3.68,7.68,0,0.53,0.13,2.13,0.18,0.21,79.37,0.05,0.32,2.21,337.34,3.71,3.5,0.08,0.29,0.87,0.5,0.13,6.37,7.32,0.26,2.55,0,0.76,9.89,0,0.53,1.37
"Jarrod Witts","Gold Coast",79,"Ruck",7.01,6.04,13.05,64.13,0.09,0.2,38.24,3.09,1.14,1.95,3.97,2.51,1.57,1.08,7.84,5.19,0.05,0.44,0.24,2.86,0.03,0.16,84.63,1.29,2.7,3.46,164.97,2.38,1.89,0.48,0.18,0.68,0.84,0.15,5.53,3.47,0.53,4.62,10.44,0.59,10.85,74.66,2.53,2.25
"Hugh Greenwood","Gold Coast",68,"Midfield",9,8.12,17.12,65.31,0.57,0.44,0.06,6.54,0.84,1.85,4.66,2.41,0.87,0.82,11.56,5.65,0.03,0.62,0.38,1.29,0,0.26,72.56,1.63,3.03,4.31,176.34,2.93,3.07,1.29,0.01,0.13,0.65,0.21,10.72,4.24,1.69,8.26,0.01,0.4,23.54,0.19,1.59,0.46
"Ben Stratton","Hawthorn",64,"Defender",5.94,4.69,10.62,78.7,0.02,0,0,1.78,1.56,0.38,0.2,1.92,0.59,0.86,3.56,7,0,0.45,0.03,5.42,0.03,0,91.47,0,0.2,1.83,83.91,1.62,4.92,0,0.7,2.44,0.02,0.02,6.58,4.34,0,2.05,0,1.67,7.86,0,0.73,4.47
"Tom Mitchell","Hawthorn",63,"Midfield",13.78,18.98,32.76,73.22,0.4,0.29,0,5.87,1.97,3.81,6.41,3.89,1.7,1.37,14.11,18.92,0.84,0.06,0.22,0.73,0.63,0.37,88.67,2.43,3.97,5.76,355.06,5.22,3.06,0.81,0.08,0.17,0.14,0.03,10.65,8.89,1.21,9.32,0,0.22,21.76,0,1.25,0.19
"Blake Hardwick","Hawthorn",81,"Defender",9.58,5.93,15.51,81.83,0.07,0.05,0,2.47,2.95,1.52,0.35,1.73,0.56,0.63,4.67,10.02,0,0.37,0.07,3.78,0.02,0.14,82.98,0.07,0.27,2.95,221.46,2.65,4.89,0.04,0.46,1.63,0.02,0.01,8.15,7.62,0.1,3.59,0,1.01,11.59,0,1.19,2.9
"Jack Gunston","Hawthorn",81,"Forward",11.41,4.84,16.25,71.23,1.57,1.05,0.05,2.12,1.02,2.67,0.42,1.65,0.78,0.44,5.49,10.69,0.26,0.72,1.46,2.17,0.05,0.74,88.79,0.09,0.35,6,294.68,2.9,2.21,0.83,0.05,0.28,2.11,0.67,4.25,7.56,1.51,3.63,0.01,0.41,12.85,0.25,0.73,1.49
"James Cousins","Hawthorn",25,"Midfield",9.4,7.64,17.04,76.16,0.4,0.28,0,2.92,0.68,3.36,2.12,2.36,0.72,0.96,5.4,11.76,0,0.08,0.2,0.64,0.32,0.2,72.56,0.88,1.24,3.88,263.6,3.84,2,0.32,0,0,0.12,0.08,6.84,6.44,0.56,3.76,0,0.12,15.36,0,0.72,0.12
"Chad Wingard","Hawthorn",71,"Forward",11.35,7.92,19.27,63.35,1.07,0.93,0,3.58,0.51,4.27,2.8,2.49,1,0.59,7.92,11.11,0.17,0.39,0.96,1.15,0.46,0.68,84.61,1.11,1.68,5.99,346.59,4.07,1.93,0.79,0.01,0.06,1.2,0.38,5.79,5.92,1.34,5.3,0,0.15,16.63,0,1.07,0.54
"Liam Shiels","Hawthorn",79,"Midfield",12.43,9.27,21.7,66.57,0.43,0.32,0,5.81,1.2,3.51,3.81,3.56,0.7,1.19,7.86,13.1,0.23,0.15,0.25,1.16,0.18,0.39,80.2,1.22,2.58,4.67,322.43,4.43,2.58,0.8,0.08,0.19,0.11,0.03,9.84,6.53,0.65,5.35,0,0.34,21.84,0.04,1.1,0.23
"Ben McEvoy","Hawthorn",76,"Ruck",4.88,6.78,11.66,80.55,0.42,0.13,26.24,2.82,0.59,0.95,2.11,1.42,1,0.64,6.78,5.5,0.22,1.63,0.55,4.49,0,0.34,81.04,0.91,1.2,3.8,72.16,1.22,2.99,0.3,0.18,0.66,1.05,0.28,5.57,3.53,0.42,3.54,8.21,1.38,11.38,52.86,2.01,3.24
"Sam Frost","Hawthorn",67,"Defender",7.45,4.87,12.31,72.7,0.01,0.06,0.07,1.87,3.24,0.82,0.13,2.67,0.75,1.09,5.19,7.13,0,0.67,0.01,5.12,0.22,0.07,88.54,0.01,0.12,2.12,216.97,2.9,6.4,0,0.76,2.52,0,0,6.31,5.04,0.01,3.64,0.01,1.75,7.78,0.21,1.09,4.24
"James Frawley","Hawthorn",60,"Defender",8.27,3.85,12.12,79.78,0,0,0,1.33,2.55,0.7,0.07,1.87,0.52,0.83,3.75,8.15,0.02,0.35,0,5.9,0.03,0.05,89.32,0,0.05,1.8,193.78,2.35,4.88,0.03,0.68,2.67,0,0,4.78,6.7,0.02,2.7,0,1.15,5.97,0.05,0.62,5.4
"Jack Scrimshaw","Hawthorn",27,"Defender",8.59,6.33,14.93,72.63,0,0.04,0,1.63,2.56,1.19,0.22,2.04,0.41,0.52,5.07,9.22,0,0.78,0,2.19,0.07,0.07,74.26,0.07,0.15,2.19,237.78,3.41,5.78,0,0.22,1.41,0,0,6.52,5.81,0.11,3.67,0,1.89,8.93,0,0.74,1.59
"Jaeger O'Meara","Hawthorn",60,"Midfield",12.9,10.85,23.75,65.72,0.48,0.45,0,5.18,1.6,3.3,5.25,4.3,0.68,1.7,10.23,13.38,0.42,0.07,0.3,1.12,0.1,0.38,82.52,2.32,2.93,5,304.47,4.48,2.07,0.82,0.05,0.12,0.12,0.03,8.68,6.82,0.88,6.88,0,0.15,19.53,0.03,1.07,0.3
"Mitchell Lewis","Hawthorn",22,"Forward",5.64,3.45,9.09,64,1.14,0.91,1.68,1.23,0.14,1.27,0.32,1.64,0.77,0.68,4.91,4.5,0,1.36,1.68,2.05,0,0.41,73.32,0.09,0.23,4.18,121.18,1.91,1,0.68,0,0.14,3.09,0.86,1.68,3.18,1.05,2.32,0.32,0.09,8.41,6.95,0.55,1.45
"Lachie Weller","Gold Coast",78,"Midfield",11.58,8.12,19.69,72.38,0.29,0.26,0,2.63,3.36,3.01,1.9,2.53,0.71,0.59,5.77,12.97,0.04,0.1,0.06,1.4,0.99,0.22,83.76,0.46,1.45,3.35,390.78,4.35,3.54,0.28,0.22,0.67,0.09,0,7.91,7.53,0.46,4.49,0,0.49,13.96,0,0.92,1
"Jack Bowes","Gold Coast",59,"Midfield",9.9,6.41,16.31,69.12,0.22,0.17,0,2.49,2.25,1.93,1.42,2.71,0.68,0.9,6.61,9.32,0,0.32,0.19,1.86,0.05,0.2,77.63,0.47,0.93,2.58,249.02,3.42,4.32,0.41,0.2,0.59,0.37,0.05,7.12,6.2,0.47,4.78,0,0.95,13.39,0,0.76,1.05
"Jarrod Harbrow","Gold Coast",74,"Defender",13.82,5.55,19.38,74.26,0.04,0.04,0,1.74,3.95,1.69,0.69,3,0.65,0.96,5.04,13.28,0.07,0.31,0,2.2,0.5,0.16,86.24,0.18,0.51,2.35,328.88,4.03,5.35,0.04,0.39,1.31,0.04,0,6.54,9.7,0.05,3.78,0,1.09,9.07,0,0.77,1.62
"Sam Day","Gold Coast",39,"Forward",4.87,4.9,9.77,65.85,0.82,0.41,3.82,1.79,0.23,1.44,0.56,1.87,0.72,0.64,5.21,4.69,0,1.15,1.03,2.15,0,0.46,80.54,0.1,0.46,3.36,136.79,2.1,1.33,0.59,0.13,0.36,2.49,1.13,2.79,2.95,0.92,3.18,0.79,0.23,9.59,10.54,0.56,1.82
"David Swallow","Gold Coast",75,"Midfield",11.89,9.57,21.47,64.03,0.44,0.39,0,4.33,1.53,3.25,4.64,3.39,1.08,1.19,10.61,10.88,0.12,0.23,0.4,1.21,0.07,0.32,77.23,1.75,2.92,4.05,293.37,4.52,2.63,0.6,0.05,0.19,0.48,0.13,9.51,6.31,1.24,7.09,0,0.45,19.07,0.12,1.08,0.37
"Alex Sexton","Gold Coast",78,"Forward",8.85,3.94,12.78,63.51,1.26,0.86,0,1.83,0.68,3.29,0.62,2.68,0.51,0.92,4.13,8.88,0.01,0.22,0.65,1.17,0.62,0.42,84.87,0.15,0.46,4.44,293.55,3.55,1.5,0.54,0.08,0.21,1.27,0.23,4.13,5.13,1.06,3.14,0,0.12,13.01,0,0.55,0.72
"Charlie Ballard","Gold Coast",48,"Defender",8.42,2.94,11.35,70.25,0.02,0.06,0,1.06,2.67,0.62,0.21,2.23,0.54,0.67,4.15,6.77,0,1.02,0,4.42,0.04,0.04,88.33,0.02,0.19,1.08,179.06,2.4,5.58,0.02,0.9,2.65,0.25,0,5.81,5.67,0.06,2.58,0,2.17,8.33,0,0.46,3.96
"Touk Miller","Gold Coast",77,"Midfield",9,12.35,21.35,70.45,0.26,0.26,0,5.25,1.83,2.3,3.87,3.03,1.31,0.91,10.09,11.82,0.12,0.1,0.21,1.65,0.03,0.29,82.34,1.31,2.56,3.96,242.69,3.06,2.56,0.94,0.13,0.26,0.26,0.09,8.35,5.56,1.1,6.88,0,0.16,18.66,0.01,1.05,0.45
"Ben Ainsworth","Gold Coast",57,"Forward",8.35,5.96,14.32,65.82,0.7,0.7,0,2.46,0.58,2.79,1.23,2.42,0.86,0.65,5.56,8.89,0,0.28,0.68,0.75,0.21,0.44,75.33,0.32,0.91,4.07,234.35,3.18,1.6,0.77,0.04,0.05,0.89,0.16,5.72,4.81,1.05,4.18,0,0.11,15.77,0,0.56,0.32
"Brandon Ellis","Gold Coast",82,"Midfield",12.15,8.48,20.62,77.66,0.29,0.17,0,2.29,2.77,2.37,1.15,2.46,0.63,0.71,5.83,14.34,0.01,0.24,0.22,1.41,0.78,0.27,84.4,0.24,0.91,4.13,295.02,3.62,4.95,0.15,0.27,0.6,0.12,0.04,7,8.94,0.39,4.71,0,1.04,12.09,0,1.13,0.93
"Ben King","Gold Coast",31,"Forward",4.94,2.16,7.1,58.84,1.35,0.94,0,0.55,0.03,1.23,0.03,1.35,0.71,0.52,3.77,3.35,0,0.9,1.74,1.42,0.06,0.23,85.94,0,0.03,3.68,139.48,1.84,0.39,0.29,0,0,3.65,0.87,1,2.65,1.1,2.1,0,0.03,7.71,0,0.19,1.23
"Kade Simpson","Carlton",78,"Defender",15.54,6.36,21.9,75.79,0.15,0.04,0,2.13,4.55,2.15,1.03,2.44,0.91,0.56,5.97,13.73,0.21,0.29,0.14,1.86,0.9,0.33,87.92,0.22,0.78,3.6,399.19,4.15,5.54,0.04,0.32,1.01,0.05,0,7.23,11.23,0.14,4.68,0,1.06,10.06,0,1.24,1.22
"Sam Walsh","Carlton",39,"Midfield",12.56,10.59,23.15,65.1,0.36,0.44,0,2.97,1.85,3.41,2.97,3.54,0.51,0.87,9.1,14.38,0.15,0.13,0.1,0.74,0.44,0.41,84.18,0.49,2.49,4.05,318.49,5,3.74,0.33,0.13,0.23,0.1,0,9.38,6.87,1.23,7.67,0,0.36,19.31,0,0.9,0.26
"David Cuningham","Carlton",34,"Forward",6.59,6.53,13.12,67.74,0.59,0.35,0,3.15,0.62,2.74,1.09,2.15,0.41,0.65,5.5,8.09,0,0.12,0.32,0.44,0.59,0.41,74.71,0.32,0.76,3.82,217.47,2.74,1.68,0.71,0.03,0.06,0.53,0.09,5.65,4.03,1.35,4.29,0,0.15,15.47,0,0.71,0.18
"Lachie Plowman","Carlton",71,"Defender",8.62,4.39,13.01,78.63,0,0.04,0,1.93,2.49,0.76,0.38,1.54,0.79,0.61,4.41,8.15,0,0.44,0.01,4.68,0.11,0.03,90.45,0.08,0.3,1.99,175.61,1.97,5.37,0.03,0.86,2.7,0.01,0.01,7.17,6.65,0,2.96,0,1.42,9.3,0,0.75,3.79
"Michael Gibbons","Carlton",36,"Forward",9.44,4.86,14.31,63.39,0.75,0.56,0,2.75,0.42,3.22,1.61,2.64,0.64,0.94,4.64,9.39,0,0.06,0.64,0.92,0.19,0.56,78.81,0.19,1.42,4.36,285.08,3.61,0.89,0.64,0.03,0.06,0.56,0.14,5.36,5.25,1.14,3.56,0,0.03,16.25,0,0.53,0.31
"Liam Jones","Carlton",59,"Defender",7.07,2.53,9.59,76.07,0,0.05,0.15,2.14,2.41,0.8,0.19,2.05,0.88,1.03,4.9,4.8,0.08,1.53,0.03,9.44,0,0.02,93.86,0.07,0.12,1.25,137.07,2.03,6.61,0,0.92,4.61,0.03,0.02,6.25,5.2,0.07,2.17,0.05,3.08,7.54,0.86,0.78,8.41
"Mitch McGovern","Carlton",53,"Forward",7.45,2.47,9.92,67.25,1.25,0.81,0.06,1.92,0.49,2.26,0.08,1.68,0.98,0.55,3.87,6.21,0.04,0.87,1.38,1.51,0.04,0.62,78.91,0.02,0.06,4.57,196.34,2.08,1.57,0.87,0.04,0.15,1.6,0.34,2.45,4.77,0.75,1.98,0,0.43,10.04,0.13,0.49,1.06
"Jack Newnes","Carlton",81,"Defender",10.65,6.84,17.49,70.65,0.53,0.51,0,2.62,2.1,3.04,1.26,2.65,0.54,0.99,5.41,12.35,0.04,0.2,0.47,1.32,0.43,0.41,83.05,0.14,1.12,4.47,312.32,3.8,2.64,0.52,0.19,0.36,0.53,0.09,5.52,6.88,0.83,3.95,0,0.44,12.07,0.01,0.73,0.56
"Jacob Weitering","Carlton",73,"Defender",9.18,3.73,12.9,76.3,0.11,0.05,0,1.32,2.74,0.95,0.19,2.3,0.52,1.07,4.97,7.7,0.01,1,0.11,5.68,0.15,0.08,89.88,0.01,0.19,1.89,197.36,2.47,5.47,0.1,0.84,3.49,0.49,0.19,4.44,6.78,0.19,3.21,0,1.84,6.3,0.03,0.79,4.97
"Tom Williamson","Carlton",32,"Defender",7.22,4.12,11.34,72.5,0.06,0.12,0,2.06,2.06,1.22,0.5,1.69,0.53,0.47,3.41,7.88,0,0.12,0.03,1.72,0.38,0.16,74.34,0,0.5,1.72,177.75,1.88,2.91,0.06,0.22,0.94,0,0,6.88,4.94,0.03,2.66,0,0.53,10.53,0,0.44,1.31
"Harry McKay","Carlton",48,"Forward",7.31,2.21,9.52,62.44,1.48,1.21,0.92,1.58,0.19,1.79,0.17,2.29,1.17,1.27,4.94,4.96,0.02,1.88,2.15,1.48,0.19,0.17,84.29,0.04,0.12,4.4,204.54,2.65,0.67,0.71,0,0.02,2.85,0.85,1.77,4.35,0.79,1.75,0.17,0.19,7.46,3.98,0.17,1.15
"Eddie Betts","Carlton",78,"Forward",7.65,4.41,12.06,62.24,1.72,1.13,0,2.86,0.13,1.96,1.04,2.28,0.67,0.77,6.26,5.49,0.14,0.47,1.38,0.87,0.09,0.88,85.26,0.22,0.82,5.82,175.13,2.6,1.13,1.51,0.01,0.03,1.5,0.49,3.31,3.79,2.51,4.73,0,0.03,14.1,0,0.87,0.29
"Levi Casboult","Carlton",69,"Forward",6.88,2.97,9.86,66.41,1.12,0.68,7,1.83,0.52,1.59,0.83,2.81,0.75,1.48,5.19,4.88,0,1.96,1.57,2.93,0,0.17,87.87,0.17,0.65,3.64,145.75,2.7,1.86,0.46,0.17,0.83,2.58,0.59,3.28,4.2,0.58,2.06,1.9,1.03,8.48,17.06,0.7,2.49
"Marc Murphy","Carlton",71,"Midfield",14.1,11.11,25.21,70.46,0.45,0.32,0,3.38,1.8,3.82,3.48,3.2,1.14,0.96,8.45,16.41,0.24,0.01,0.25,0.8,0.28,0.59,84.99,1.14,2.35,5.11,355.96,4.31,2.7,0.44,0.04,0.15,0.1,0.03,8.65,8.73,0.94,6.17,0,0.24,18.45,0.01,1.11,0.24
"Patrick Cripps","Carlton",74,"Midfield",10.69,15.26,25.95,69.36,0.51,0.49,0,5.84,1.14,3.32,7.28,3.99,2.41,1.77,15.3,10.86,0.69,0.89,0.45,1.28,0.32,0.22,87.42,3.2,4.09,4.97,248,4.15,2.34,0.61,0.03,0.11,1.31,0.58,10.73,6.08,1.23,8.89,0,0.27,21.49,0.18,1.49,0.54
"Jack Martin","Carlton",68,"Forward",10.82,6.38,17.21,67.68,0.85,0.65,0,3.96,1.41,2.24,2.04,3.35,1.24,1.31,7.26,10.22,0.09,0.69,0.84,1.01,0.19,0.43,80.79,0.81,1.24,4.43,254.15,3.54,2,0.88,0.12,0.26,1.13,0.38,5.88,6.63,1.4,4.59,0,0.5,14.26,0.03,0.85,0.46
"Matthew Kennedy","Carlton",45,"Midfield",7.27,8.31,15.58,69.02,0.44,0.29,0,3.31,1,1.78,2.24,2.42,0.64,0.76,7.16,8.56,0.02,0.31,0.42,0.73,0.18,0.29,72.36,0.67,1.6,3.31,181.07,2.73,1.82,0.51,0,0.02,0.53,0.11,6.29,4,1.04,5.47,0,0.27,15.42,0.13,0.6,0.42
"Ed Curnow","Carlton",73,"Midfield",12.34,10.01,22.36,66.55,0.33,0.27,0,5.53,1.53,3.3,4.29,3.04,0.9,1.1,10,11.9,0.12,0.12,0.23,1.12,0.26,0.38,86.6,1.49,2.79,4.4,286.3,4.3,3.11,0.64,0.12,0.22,0.26,0.07,8.25,6.66,1.1,7.79,0,0.21,17.23,0,1.12,0.37
"Sam Petrevski-Seton","Carlton",80,"Forward",9.68,6.21,15.89,69.31,0.24,0.24,0,4.03,1.57,1.5,1.64,2.2,0.72,0.65,6.65,9.4,0.08,0.14,0.26,0.96,0.09,0.19,76.54,0.46,1.18,3.17,178.69,2.61,3.24,0.56,0.1,0.28,0.16,0.01,8.22,6.14,0.59,5.25,0,0.54,16.85,0.01,0.84,0.52
"Darcy Fogarty","Adelaide",24,"Forward",5.25,3.08,8.33,72.17,1.08,0.21,0.12,1.83,0.21,1.83,0.17,2,0.79,1.12,4.29,4.33,0.04,0.71,0.92,1.46,0.12,0.5,82.08,0.04,0.12,3.54,168.62,1.96,0.75,0.88,0.04,0.08,3.17,0.67,2.33,3.42,0.96,2.62,0,0.21,10.29,0.42,0.17,1.08
"Josh Caddy","Richmond",70,"Midfield",9.64,6.6,16.24,67.63,1.23,0.69,0.17,3.01,0.81,2.9,2.07,2.51,0.61,0.79,6.81,9.13,0.13,0.59,1,1.24,0.26,0.47,83.33,0.57,1.49,5.13,257.96,3.33,2.47,0.79,0.04,0.11,1.39,0.36,5.07,5.8,1.23,4.89,0.01,0.46,15.57,1.44,0.91,0.54
"Luke Brown","Adelaide",76,"Defender",9.59,4.61,14.2,82.41,0.07,0.07,0,1.95,3.49,1.16,0.28,1.33,0.72,0.45,4.55,8.18,0,0.24,0.01,2.22,0.24,0.14,82.7,0.04,0.25,2.29,260.38,2.67,5.17,0.05,0.68,2.14,0.03,0.03,7.37,7.7,0.07,3.51,0,0.88,9.2,0,1.11,1.82
"Brad Crouch","Adelaide",54,"Midfield",13.17,14.43,27.59,65.76,0.39,0.43,0.02,5.43,1.67,3.8,5.43,3.74,1.17,0.78,11.46,15.07,0.31,0.07,0.2,0.65,0.13,0.39,76.13,1.94,3.52,5.33,337.13,5.26,2.44,0.8,0.02,0.13,0.17,0.04,7.69,6.83,0.93,7.65,0,0.19,17.06,0.02,1.28,0.22
"Matt Crouch","Adelaide",78,"Midfield",13.15,18.17,31.32,70.81,0.23,0.22,0,4.19,2.01,3.13,5.17,3.15,0.91,0.79,12.01,19.27,0.35,0.06,0.13,0.86,0.18,0.47,76.36,1.9,3.24,5.94,312.37,4.9,3.31,0.5,0.06,0.19,0.05,0.01,9.28,7.53,0.81,8.65,0,0.32,18.32,0.01,1.47,0.31
"Rory Laird","Adelaide",84,"Defender",14.21,14.26,28.48,78.51,0.11,0.08,0,2.55,4.54,2.35,1.46,2.65,1.06,0.64,8.6,19.26,0.36,0.25,0.05,1.38,0.12,0.26,84.79,0.39,1.05,4.42,375.77,4.86,7.08,0.13,0.27,1.04,0.06,0,7.21,9.93,0.12,7.19,0,1.13,11.15,0,1.33,0.89
"Tom Lynch","Adelaide",69,"Forward",12.39,7.2,19.59,70.17,1.01,0.71,0,1.74,0.64,2.96,0.88,2.48,0.67,0.58,6.62,12.86,0.1,0.7,1.03,0.71,0.1,0.68,85.35,0.23,0.65,6.67,304.16,3.81,1.97,0.43,0.03,0.1,1.74,0.51,3.49,8.14,1.55,5.12,0,0.3,10.88,0.03,0.86,0.45
"David Mackay","Adelaide",67,"Forward",9.93,6.78,16.7,73.99,0.24,0.25,0,2.81,2.4,2.6,0.93,2.16,0.57,0.69,4.64,12.16,0,0.04,0.18,1.61,0.57,0.25,79.58,0.15,0.79,4.01,313.54,3.09,3.18,0.15,0.28,0.6,0.15,0.01,8.75,6.66,0.25,3.61,0,0.54,15.45,0,0.87,1.07
"Ben Keays","Adelaide",30,"Midfield",8.1,7.63,15.73,72.13,0.33,0.37,0,3.6,1.27,2.23,2.1,2.37,0.53,1.03,6.67,9.13,0,0.07,0.33,0.83,0,0.33,83.1,0.63,1.47,3.63,191.97,3.47,2.27,0.5,0.1,0.17,0.43,0.03,8.5,4.6,0.7,5.33,0,0.27,18.47,0,0.6,0.3
"Jake Kelly","Adelaide",80,"Defender",8.25,6.15,14.4,82.99,0.01,0.01,0,2.52,1.94,0.82,0.26,1.75,0.6,0.8,4.49,9.64,0,0.42,0,3.49,0.05,0.08,85.66,0,0.25,2.1,163.99,2.02,5,0,0.49,2.31,0.04,0,6.86,6.76,0.04,3.46,0,1.04,9.3,0,0.64,3.2
"Rory Sloane","Adelaide",70,"Midfield",11.4,11.1,22.5,69.17,0.59,0.34,0,6.29,1.3,3.89,5.67,3.26,2.03,1.19,12.33,10.5,0.47,0.4,0.4,2.59,0.09,0.41,78.84,2.11,3.56,5.7,314.54,4.24,3.36,0.97,0.1,0.3,0.44,0.16,11.43,6.8,1.01,7.63,0,0.56,23.5,0.04,1.9,1.1
"Daniel Talia","Adelaide",78,"Defender",6.91,5.27,12.18,79.67,0,0,0,1.86,2.44,0.71,0.17,1.41,0.64,0.64,4.82,7.17,0,0.73,0,8.04,0,0.03,89.81,0.03,0.13,1.5,160.1,2,5.96,0.03,0.96,4.71,0.03,0,5.38,5.27,0,3.31,0,1.64,6.64,0.03,0.87,7.51
"Kyle Hartigan","Adelaide",62,"Defender",6.63,4.15,10.77,77,0,0,0.03,1.29,2.45,0.63,0.11,2.06,0.76,0.76,3.58,7.1,0,0.5,0,5.05,0.02,0,87.5,0,0.11,1.32,152.45,2.23,5.06,0,0.94,3.24,0.05,0.02,5.48,4.85,0,2.27,0.02,1.71,6.52,0.03,0.63,4.55
"Reilly O'Brien","Adelaide",35,"Ruck",6.66,7.86,14.51,61.71,0.06,0.2,30.29,4.14,1.17,1.91,3,3.17,1.49,1.34,8.91,5.77,0.09,1.63,0.14,2.51,0,0.14,85.94,0.83,2.17,3.54,146.46,2.74,3.34,0.43,0.26,0.91,1.23,0.46,7.14,3.09,0.4,4.2,8.26,1.8,13.86,69.06,2.06,1.8
"Taylor Walker","Adelaide",73,"Forward",8.11,3.84,11.95,63.41,1.89,1.14,0.07,1.64,0.07,3.05,0.23,2.66,0.96,1.18,5.88,6.38,0.21,1.37,1.78,1.7,0.01,0.78,85.78,0,0.22,5.97,249.51,2.95,0.82,0.95,0.01,0.05,4.33,1.59,2.07,4.75,1.56,3.26,0.01,0.08,10.62,0.44,0.36,1.25
"Brodie Smith","Adelaide",63,"Defender",13.25,7.24,20.49,72.9,0.43,0.43,0,2.3,3.71,3.52,0.98,2.94,0.37,0.73,5.65,13.51,0.05,0.29,0.17,2.17,0.68,0.32,81.25,0.25,0.78,4.62,484.76,4.87,4.78,0.16,0.19,0.97,0.08,0.03,7.22,8.94,0.27,4.7,0,1.11,12.24,0.02,1.43,1.7
"Chayce Jones","Adelaide",23,"Forward",4.87,4.3,9.17,66.52,0.39,0.39,0,2,0.61,1.74,1.3,2.09,0.96,0.87,4.87,4.74,0,0.22,0.39,0.78,0.04,0.22,75.96,0.52,0.78,2.74,150.48,2.22,1.17,0.26,0,0.04,0.3,0.04,5.91,2.39,0.7,3.52,0,0.09,13.74,0,0.78,0.57
"Max Gawn","Melbourne",73,"Ruck",9.26,6.49,15.75,68.6,0.34,0.33,39.34,2.45,1.56,2.52,3.47,2.89,1.99,1.34,8.81,6.97,0.55,1.99,0.55,3.62,0,0.26,85.71,1.05,2.41,5.21,207.49,2.92,3.71,0.32,0.16,0.89,1.19,0.37,4.19,5.62,0.26,3.9,13.53,1.86,8.6,67.08,3.16,3.05
"Michael Hibberd","Melbourne",72,"Defender",12.24,7.6,19.83,73.93,0.04,0.06,0,1.4,4.62,2.08,0.47,2.62,0.9,0.57,5.54,13.54,0.11,0.42,0.01,3.08,0.18,0.15,83.54,0.12,0.33,2.86,402.72,4.5,6.01,0.01,0.49,2.03,0,0,5.28,8.81,0.03,4.17,0,1.32,7.19,0,0.93,2.62
"Alex Neal-Bullen","Melbourne",65,"Forward",9.14,6.68,15.82,64.42,0.86,0.57,0,4.31,0.62,2.71,1.4,2.46,0.66,0.55,5.88,10.17,0.05,0.09,0.75,0.88,0.06,0.75,78.12,0.34,1.05,5.26,229.83,3.32,1.65,1.03,0.02,0.02,0.42,0.06,7.38,5.22,1.54,4.58,0,0.11,21.94,0,0.75,0.29
"Clayton Oliver","Melbourne",86,"Midfield",10.26,18.57,28.83,71.71,0.27,0.22,0.01,6.41,1.59,3.92,6.64,4.12,1.17,1.45,15.52,13.62,0.43,0.19,0.23,1.07,0.12,0.58,81.47,2.51,4.12,5.72,302.36,4.26,3.65,1.01,0.01,0.05,0.14,0.05,10.51,5.97,1.7,11.07,0,0.33,23.52,0.08,1.79,0.28
"Christian Petracca","Melbourne",85,"Forward",10.14,9.99,20.13,67.06,0.96,0.67,0.11,2.91,0.6,3.8,2.78,3.25,0.69,0.88,10.47,10.15,0.06,0.6,0.95,1.05,0.07,0.82,85.01,0.94,1.82,6.18,307.25,4.29,2.46,0.85,0,0.02,1.48,0.61,4.74,5.84,2.26,7.81,0.02,0.14,15.71,0.45,1.06,0.51
"Steven May","Melbourne",60,"Defender",12.87,4.38,17.25,77.35,0.1,0.12,0.08,1.27,4.98,0.78,0.18,2.67,0.73,0.78,4.58,9.53,0.05,0.9,0.05,6.68,0.32,0.02,89.72,0,0.18,2.18,332.72,3.65,6.43,0.03,0.8,3.67,0.13,0.05,4.62,9.75,0.02,2.87,0.02,2.28,5.93,0.1,1.22,6.28
"Jake Lever","Melbourne",56,"Defender",9.29,4.54,13.82,79.05,0.02,0.02,0.02,1.45,3.2,1.27,0.09,2.18,1.02,0.7,5.79,8.3,0.04,0.93,0.02,6.14,0.16,0.05,88.73,0,0.09,2.09,236.29,2.79,7.96,0,0.52,2.2,0.04,0,6.54,7.07,0.02,3.62,0,2.88,8.2,0.02,1.16,5.41
"Bayley Fritsch","Melbourne",61,"Forward",10,4.98,14.98,70.8,0.97,0.85,0,1.89,1.44,2.38,0.52,2.2,0.87,0.62,5.13,9.85,0.07,0.8,1.3,1.82,0.13,0.51,81.69,0.1,0.43,4.66,280,2.87,3.03,0.44,0.16,0.36,1.51,0.48,3.75,6.72,0.8,3.38,0,0.8,9.43,0,0.69,1.48
