"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Sam Docherty","Carlton",38,"Defender",17.79,6.18,23.97,76.63,0.08,0.11,0,2.42,5.5,1.92,0.87,2.76,0.89,0.55,5.97,15.84,0.13,0.34,0.05,2.21,0.74,0.24,88.5,0.29,0.58,3.95,454.97,4.55,6.05,0.11,0.5,1.76,0.03,0,6.92,13.53,0.13,4.47,0,1.45,10.74,0,1.53,1.71
"Zac Fisher","Carlton",63,"Forward",8.1,7.75,15.84,66.71,0.43,0.3,0,2.97,0.73,2.48,2.25,2.29,0.62,0.59,6.59,9.49,0,0.02,0.14,0.75,0.57,0.46,75.32,0.83,1.43,3.62,224.52,3.22,1.71,0.65,0.06,0.16,0.38,0.03,6.56,4.3,1.22,5.33,0,0.06,17.05,0,0.79,0.29
"Will Setterfield","Carlton",36,"Midfield",9.47,6.06,15.53,63.97,0.28,0.42,0,4.14,1.08,2.78,2.19,2.33,1,0.58,6.06,9.67,0.03,0.08,0.25,0.94,0.08,0.39,77.44,0.61,1.58,3.64,242.97,3.22,2.17,0.75,0.03,0.28,0.19,0.03,7.75,5.11,0.75,4.42,0,0.14,16.89,0,0.69,0.61
"Lochie O'Brien","Carlton",36,"Midfield",9.22,3.81,13.03,70.44,0.28,0.14,0,1.31,1.61,2.03,0.75,2.42,0.31,0.81,3.17,9.89,0,0.06,0.31,0.61,0.31,0.36,76.08,0.14,0.61,2.61,233.22,3.14,2.22,0.08,0.19,0.39,0.11,0.03,5.61,5.81,0.19,2.61,0,0.33,10.92,0,0.5,0.39
"Bryce Gibbs","Adelaide",59,"Midfield",15.17,9.27,24.44,68.97,0.54,0.51,0,5.03,1.97,3.51,4.31,3.15,1.08,0.83,9.08,15,0.34,0.19,0.36,0.85,0.17,0.46,81.42,1.69,2.56,5.15,367.78,4.76,2.66,0.63,0.07,0.24,0.19,0.02,7.78,8.95,0.81,5.86,0,0.41,15.31,0.02,0.95,0.39
"Adam Kennedy","Greater Western Sydney",45,"Defender",9.18,5.89,15.07,79.07,0.13,0.02,0,2.07,2.16,2.09,0.84,1.69,0.47,0.62,3.91,11.44,0,0.18,0.04,1.56,1.24,0.31,78.38,0.13,0.71,3.02,251.18,2.64,3.29,0.09,0.27,0.69,0.04,0.04,7.31,6.51,0.16,2.76,0,0.64,11,0,0.58,0.98
"Harry Himmelberg","Greater Western Sydney",77,"Forward",6.38,5.13,11.51,74.53,1.18,0.56,0.38,2.08,0.39,1.87,0.47,1.96,0.77,0.86,5.3,6.53,0.01,0.79,1.25,2.43,0.09,0.7,86.08,0.05,0.42,4.96,170.12,2.1,1.52,0.81,0.05,0.21,3.04,0.74,2.4,4.4,1.49,3.58,0.08,0.27,9.42,2.44,0.61,2.08
"Matt de Boer","Greater Western Sydney",62,"Forward",5.6,9.9,15.5,74.84,0.45,0.26,0.02,4.44,0.58,1.53,2.02,2.19,0.94,1.21,6.77,8.9,0,0.08,0.29,0.84,0.05,0.48,81.29,0.81,1.21,4.47,132.42,1.87,2,1.23,0.1,0.19,0.4,0.11,6.44,3.6,1.34,5.08,0.02,0.13,15.76,0.06,0.85,0.21
"Neville Jetta","Melbourne",60,"Defender",5.77,6.3,12.07,84.27,0.05,0.02,0,2.9,1.67,0.68,0.22,1.57,1.08,0.8,5.07,7.07,0,0.43,0.02,3.3,0.1,0.1,80.45,0,0.22,2.17,123.93,1.47,5.65,0.02,0.53,1.72,0,0,7.38,4.83,0.03,3.33,0,1.45,10.22,0,0.95,2.63
"Kane Farrell","Port Adelaide",23,"Forward",5.52,3.57,9.09,69.04,1,0.61,0,2.35,0.3,1.87,0.3,1.22,0.35,0.35,3.3,5.74,0,0.26,0.61,1.26,0.35,0.09,77.61,0,0.3,3.3,168.35,2.39,1.04,0.96,0.09,0.13,1.09,0.22,3.57,3.52,1.09,2.61,0,0.09,12.09,0,0.39,0.83
"Jacob Townsend","Essendon",28,"Forward",4.96,2.89,7.86,60.86,1.32,0.5,0.04,3.04,0.07,1.39,0.21,2.64,0.82,1.61,3.86,3.86,0.04,0.61,1.21,1.25,0,0.46,78.39,0.04,0.18,3.96,127.25,2.61,0.5,1.64,0.04,0.04,3.07,0.71,1.64,2.93,1.25,2.36,0.04,0.11,10.25,0.61,0.39,0.86
"Mason Wood","North Melbourne",49,"Forward",7.53,5,12.53,64.33,1.22,1.02,0,2,0.14,2.53,0.27,2.51,0.8,0.76,5.1,7.86,0.08,0.71,1.55,1.02,0.04,0.47,80.65,0.08,0.18,4.78,219.65,3.2,1.24,0.76,0,0.02,1.67,0.35,2.65,4.43,1.16,3.51,0,0.2,11.69,0.06,0.55,0.61
"Matt Taberner","Fremantle",42,"Forward",9.21,3.69,12.9,65.1,1.5,0.86,2.24,1.38,0.29,2.07,0.45,2.98,0.86,1.31,6.26,6.64,0.05,2.48,1.93,1.48,0,0.26,91.43,0.1,0.36,4.48,214.69,3.55,1.14,0.55,0.02,0.12,6.38,1.83,2.29,5.6,0.93,2.76,0.31,0.4,8,8.52,0.55,1.19
"Michael Walters","Fremantle",71,"Forward",11.99,7.86,19.85,71.49,1.39,0.73,0.01,3.13,0.89,3.55,3.08,3.23,2.04,1.3,8.82,11.45,0.41,0.35,0.96,1.39,0.68,0.72,84.55,1.14,1.96,6.1,323.39,3.69,2.08,0.73,0.03,0.08,1.25,0.35,5.77,7.55,1.41,5.62,0.01,0.18,16.06,0.04,1.2,0.46
"Lachie Fogarty","Geelong",23,"Forward",7.43,5.57,13,69.57,0.26,0.57,0,3.52,0.26,2.26,0.74,1.39,1.04,0.35,4.96,8.3,0,0.13,0.35,0.87,0.09,0.52,74.65,0.35,0.39,4.39,185.22,2.48,1.74,1.22,0.04,0.17,0.35,0.04,4.57,4.04,0.83,3.61,0,0.17,14.17,0,0.7,0.39
"Ivan Soldo","Richmond",36,"Ruck",3.97,4.08,8.06,74.03,0.25,0.14,23.14,3.28,0.78,0.72,2.25,2.25,1.28,1.5,4.67,2.97,0,0.36,0.25,2.69,0.03,0.14,66.14,0.58,1.67,2.75,55.36,1.19,2.11,0.64,0.08,0.53,0.31,0.03,5.61,2.44,0.39,2.36,6.11,0.83,13.08,48.17,1.53,1.83
"Lachlan Murphy","Adelaide",44,"Forward",5.68,4.14,9.82,62.66,0.86,0.7,0,3.34,0.23,2,0.32,1.57,1.32,0.59,4.77,5.39,0,0.18,0.52,0.86,0.2,0.5,77.45,0.09,0.23,3.82,166.8,2.3,1.02,1.27,0.05,0.05,1.39,0.25,4.11,3.2,1.14,3.27,0,0.11,14.34,0,0.32,0.5
"Sam Jacobs","Greater Western Sydney",59,"Ruck",7.02,5.42,12.44,68.61,0.24,0.29,36.36,2.47,0.95,2.12,2.8,2.29,1.02,1.08,6.41,6.44,0.22,1.1,0.27,2.42,0.03,0.24,83.36,1.05,1.75,4.88,168.46,2.36,1.93,0.22,0.22,0.81,1.49,0.34,4.25,3.93,0.37,3.46,10.9,0.86,8.14,73.92,2.86,1.97
"Aidan Corr","Greater Western Sydney",62,"Defender",7.79,3.5,11.29,78.66,0.02,0.03,0,1.77,3.08,0.63,0.19,1.71,0.52,0.77,3.24,6.68,0,0.39,0.05,6.02,0.05,0.03,81.81,0.02,0.18,1.76,207.03,1.81,3.74,0,0.66,2.98,0.05,0.02,5.03,6.02,0.05,2.24,0,0.9,6.31,0,0.84,5.32
"Tom Hickey","West Coast",41,"Ruck",5.68,6.85,12.54,69.44,0.29,0.2,21.56,2.61,0.73,2,4.1,3.32,0.93,2.05,8.61,4.8,0,0.93,0.39,2.76,0,0.12,76.39,1.54,2.54,3.49,151.88,2.51,2.07,0.39,0.32,0.71,0.95,0.39,5.51,3.32,0.39,4.61,6.54,0.78,12.41,53.49,2.2,1.88
"Sam Lloyd","Western Bulldogs",47,"Forward",9.4,4.68,14.09,67.11,1.19,0.91,0,2.47,0.74,2.6,0.72,2.17,0.79,0.64,5.06,8.98,0,0.51,1.26,0.83,0.15,0.6,78.19,0.13,0.6,4.87,261.83,3.06,1.55,0.7,0.02,0.09,1.47,0.45,2.74,5.79,1.4,3.55,0,0.13,11.77,0.02,0.49,0.49
"Lewis Jetta","West Coast",63,"Defender",11.59,4.75,16.33,78.84,0.17,0.13,0,1.81,2.65,2.81,0.79,2.22,0.46,0.59,3.52,11.84,0,0.03,0.11,1.49,0.59,0.37,83.38,0.17,0.62,3.7,367.02,3.6,2.67,0.14,0.32,0.73,0.13,0,7.02,8.68,0.25,2.56,0,0.3,11.49,0,1.14,0.86
"Mark Hutchings","West Coast",60,"Midfield",8.1,5.63,13.73,66.6,0.28,0.22,0,3.22,1.22,2.05,1.75,2.25,0.68,0.75,5.13,8.78,0,0.1,0.17,0.7,0.08,0.32,76.75,0.58,1.17,2.85,184.35,2.77,1.88,0.63,0.07,0.17,0.33,0.05,7.12,4.22,0.67,3.78,0,0.3,14.97,0,0.53,0.25
"Cale Hooker","Essendon",68,"Defender",8.34,7.01,15.35,74.57,0.9,0.59,0.16,1.19,2.31,0.99,0.26,2.47,0.71,0.84,6.51,8.53,0.06,1.87,1.1,4.41,0.15,0.18,89.78,0,0.26,4,195.29,2.96,4.97,0.29,0.49,2.1,2.57,0.9,3.01,5.76,0.71,3.57,0.01,1.82,6.32,0.97,0.87,3.9
"Dyson Heppell","Essendon",66,"Midfield",13.42,12.47,25.89,70.86,0.41,0.27,0,3.61,1.76,4.05,4.44,3.38,1.36,0.95,10.98,15.39,0.45,0.41,0.35,1.44,0.14,0.47,82.36,1.48,2.94,5.95,363.98,4.73,3.52,0.3,0.15,0.32,0.42,0.12,7.97,8.52,0.8,7.29,0,0.74,16.7,0.06,1.39,0.56
"Josh Jenkins","Geelong",55,"Forward",9.04,3.87,12.91,65.93,2.05,1.2,5.11,2.45,0.33,2.51,0.55,2.24,1.24,0.91,5.62,7.53,0.09,1.22,2.02,1.91,0.15,0.56,87.31,0.2,0.38,6.13,233.31,2.93,0.89,0.93,0.05,0.16,4.73,1.69,2.31,5.65,1.31,2.89,1.38,0.13,12.05,14.13,0.67,1.49
"James Worpel","Hawthorn",48,"Midfield",11.9,10.27,22.17,65.23,0.33,0.42,0,4.81,1.02,3.67,4.42,3.6,0.81,1.15,9.77,12.04,0.21,0.1,0.27,1.06,0.19,0.42,78.6,1.62,2.79,4.5,306.52,4.38,2.79,0.54,0.02,0.06,0.25,0.08,9.6,6.29,0.98,7.19,0,0.21,20.02,0,1.17,0.42
"Tom Scully","Hawthorn",60,"Midfield",9.03,9.92,18.95,71.07,0.53,0.25,0,2.35,1.15,3.25,1.9,2.68,0.48,0.78,6.35,12.97,0.08,0.05,0.33,0.75,0.48,0.58,86.68,0.22,1.63,4.82,278.92,3.6,2.17,0.35,0.1,0.17,0.43,0.15,6.23,5.62,1.17,4.98,0,0.07,14.5,0,0.63,0.2
"Cam Sutcliffe","Port Adelaide",26,"Forward",7.46,5.23,12.69,72.46,0.27,0.35,0,2.85,1.23,1.23,0.65,1.96,0.46,0.81,3.69,8.73,0,0.23,0.31,1.69,0.15,0.31,78.12,0.23,0.38,2.77,171.04,2.65,2.08,0.62,0.15,0.73,0.85,0.19,6.35,4.85,0.58,2.85,0,0.27,12.46,0,0.5,1
"Marley Williams","North Melbourne",60,"Defender",8.27,6.97,15.23,75.48,0.08,0.03,0,1.98,3.22,1.48,0.47,2.03,0.6,0.48,4.93,10.37,0.05,0.28,0,2.45,0.2,0.15,82.4,0.1,0.37,2.47,248.97,3.32,4.8,0.03,0.28,1.18,0,0,6.52,5.77,0.03,3.92,0,0.72,8.75,0,0.78,1.53
"Tom Phillips","Collingwood",83,"Midfield",13.46,8.96,22.42,69.36,0.49,0.39,0,2.42,2.14,2.89,1.66,2.52,0.71,0.37,6.93,15.66,0,0.17,0.24,0.6,0.27,0.4,85.73,0.16,1.49,4.48,374.59,4.36,3.46,0.41,0.1,0.23,0.3,0.06,5.77,7.99,0.98,5.24,0,0.47,13.58,0,0.92,0.28
"Paddy Dow","Carlton",42,"Midfield",6.81,7.05,13.86,66.29,0.36,0.45,0,2.79,0.52,2.5,2.48,2.24,0.71,0.69,6.88,7.19,0,0.12,0.38,0.55,0.5,0.36,73.55,0.95,1.52,3.67,200.86,2.95,1.93,0.4,0.05,0.07,0.36,0.1,7.6,3.29,0.88,5.48,0,0.17,16.76,0,0.86,0.29
"Josh Wagner","Melbourne",28,"Defender",7.71,7.11,14.82,73.64,0.07,0.14,0,2.75,1.43,1.29,0.61,1.86,0.57,0.5,6,9.21,0,0.32,0.04,2.54,0.32,0.14,78.57,0.14,0.46,2.96,185.57,2.71,4.68,0.18,0.43,1.14,0.07,0,7.57,4.82,0.18,4.93,0,0.68,13.04,0,1.14,2.07
"Angus Brayshaw","Melbourne",63,"Midfield",12.21,9.84,22.05,67.08,0.48,0.38,0,3.94,1.51,3.79,3.22,3.25,0.9,0.73,8.97,13.59,0.33,0.32,0.37,1.33,0.11,0.27,76.37,1.43,1.79,4.78,363.95,4.43,3.08,0.52,0.08,0.22,0.22,0.11,8.25,7.25,0.71,5.95,0,0.49,16.87,0,0.87,0.68
"Oscar McDonald","Melbourne",64,"Defender",7.81,4.28,12.09,77.5,0.02,0,0.05,1.53,2.77,0.78,0.16,2.09,0.31,0.91,4.14,7.72,0.02,0.47,0.02,6.81,0,0.02,93.28,0.03,0.14,1.62,186.8,2.22,5.36,0.02,0.97,3.14,0.05,0.03,5.56,5.81,0.06,3.2,0.02,1.38,7.11,0.2,0.7,6.42
"Nathan Jones","Melbourne",71,"Midfield",11.03,11.62,22.65,69.72,0.48,0.34,0,3.45,1.32,4.06,2.66,2.85,0.62,0.9,7.92,14.96,0.2,0.07,0.34,0.82,0.2,0.51,81.38,0.93,1.72,5.32,330.24,4.17,2.55,0.37,0.1,0.2,0.13,0.03,6.58,6.77,0.86,5.69,0,0.27,13.45,0,0.82,0.37
"James Harmes","Melbourne",77,"Midfield",9.82,10.4,20.22,69.4,0.56,0.56,0.06,4.26,1.17,3.34,2.69,3.01,0.9,1.25,8.61,12.09,0.1,0.27,0.52,1.48,0.43,0.31,79.56,1.04,1.65,4.81,295.23,3.23,3.1,0.82,0.06,0.14,0.36,0.08,7.75,5.74,1.04,6.13,0.01,0.42,18.01,0.26,1,1.01
"Jack Higgins","Richmond",43,"Forward",8.35,7.6,15.95,67.21,0.67,0.58,0,2.44,0.58,2.42,1.28,2.12,0.86,0.49,7,9.09,0,0.33,0.74,1.28,0.07,0.63,77.19,0.37,0.91,5.14,203.16,3.05,2.09,1,0.02,0.02,0.91,0.28,4.3,4.67,2.21,5.58,0,0.35,17,0.02,0.93,0.35
"Andrew McGrath","Essendon",78,"Midfield",10.01,10.59,20.6,74.23,0.19,0.08,0,3,2.14,1.76,1.9,2.36,0.58,0.42,6.64,13.68,0,0.12,0.05,1.33,0.71,0.27,80.58,0.58,1.32,3.37,236.47,3.6,3.86,0.17,0.23,0.68,0.09,0,8.33,6.22,0.41,5.51,0,0.31,13.86,0,0.83,0.9
"Jarman Impey","Hawthorn",66,"Defender",9.58,4.94,14.52,71.85,0.52,0.45,0,3.02,1.48,2.7,0.58,2.15,1.14,0.86,4.83,10.09,0.02,0.33,0.42,1.35,1.05,0.38,76.68,0.15,0.42,3.85,273.05,3.27,3.26,0.5,0.14,0.35,0.55,0.12,6.74,6.38,0.67,3.26,0,0.77,14.83,0,0.89,1
"Paul Ahern","North Melbourne",24,"Midfield",9.62,7.88,17.5,63.42,0.25,0.29,0,1.71,1.88,2.92,2.21,2.71,0.5,0.62,7.62,9.88,0.04,0.17,0.25,0.75,0.33,0.46,67.29,1.04,1.17,3.83,296.79,3.62,2.38,0.21,0.04,0.12,0.12,0.04,6.67,5.25,1,6.17,0,0.29,14.5,0,0.75,0.46
"Majak Daw","North Melbourne",29,"Defender",6.21,4.1,10.31,73.86,0.59,0.28,7.66,2.59,1.41,1.34,0.79,1.93,1.03,0.79,5.9,4.66,0,1.83,0.59,4.48,0.17,0.24,83.62,0.31,0.48,2.86,142.76,2,3.9,0.38,0.34,1.21,1.48,0.21,4.21,4.52,0.38,2.69,2.59,2.03,8.55,16.14,1.1,4.03
"Mitch Hannan","Melbourne",50,"Forward",6.46,4.62,11.08,65.48,1.1,0.6,0,2.32,0.1,2.6,0.66,2.02,0.78,0.66,4.78,6.58,0,0.48,0.8,0.9,0.1,0.52,76.82,0.26,0.4,4.52,195.06,2.48,1.34,0.98,0.02,0.06,1.02,0.36,3,3.84,1.2,3.2,0,0.08,12.38,0,0.6,0.32
"Connor Blakely","Fremantle",49,"Midfield",11.51,10.27,21.78,75.71,0.02,0.1,0,2.94,2.59,2.06,2.14,2.33,1.02,0.51,6.73,15.31,0.12,0.33,0.06,1.67,0.06,0.22,77.53,0.67,1.47,3.33,277.96,3.86,3.47,0.22,0.27,0.78,0.02,0,7.82,7.76,0.16,4.82,0,0.61,13.67,0,0.67,1.06
"Justin Westhoff","Port Adelaide",77,"Forward",10.77,6.75,17.52,70.65,0.79,0.6,3.42,3.36,1.69,2.06,1.66,2.56,1.09,0.79,6.94,10.83,0.13,0.84,1,3.9,0.01,0.51,85.55,0.27,1.39,4.83,255.22,3.31,3.74,0.77,0.14,0.55,1.51,0.58,5.47,6.56,0.7,4.08,0.84,1.08,13.53,11.55,1.04,2.74
"Tory Dickson","Western Bulldogs",35,"Forward",5.57,4.89,10.46,71.71,1.23,0.34,0,2.4,0.29,1.49,0.31,1.46,0.69,0.6,3.77,6.74,0,0.29,1.11,0.8,0.14,0.26,75.03,0.09,0.23,3.66,139.97,2.23,1.26,0.86,0.03,0.06,1.26,0.46,2.54,3.43,0.86,2.69,0,0.11,10.54,0,0.23,0.23
"Jonathon Patton","Hawthorn",40,"Forward",7.45,4.62,12.07,73.58,1.45,0.88,2.75,1.8,0.38,1.95,0.8,1.77,1.1,0.8,5.88,6.5,0.15,1.45,1.77,1.75,0.1,0.42,83.25,0.35,0.45,4.92,168.75,2.23,1.65,0.5,0.08,0.28,4.12,0.75,2.6,5.17,1.2,2.98,0.4,0.85,9.43,11.57,0.72,1.23
"Michael Hartley","Hawthorn",27,"Defender",7.59,4.74,12.33,83.81,0,0,0.15,2.3,2.04,0.89,0.15,1.85,0.44,1.22,3.85,8.07,0,0.78,0,8.67,0,0.11,91.93,0,0.15,2.26,172.63,1.7,4.56,0,1.11,4.67,0.19,0.04,6.56,6.52,0,2.33,0.04,1.41,8.22,0.63,1.11,7.93
"Steele Sidebottom","Collingwood",80,"Midfield",14.45,12.66,27.11,72.28,0.54,0.41,0,3.89,1.73,3.9,3.23,3.08,0.75,0.89,8.55,18.48,0.56,0.09,0.26,1.85,0.71,0.5,86.65,0.98,2.25,5.91,349.38,4.26,3.16,0.46,0.04,0.25,0.49,0.1,8.89,8.85,1.12,6.25,0,0.31,19.65,0.02,1.01,0.66
"Callan Ward","Greater Western Sydney",57,"Midfield",12.77,12.21,24.98,76.04,0.44,0.46,0.19,3.58,1.51,3.3,5.89,2.3,1.42,0.96,11.26,13.98,0.42,0.23,0.19,0.93,0.54,0.49,81.72,2.25,3.68,6.23,300.79,3.18,2.81,0.58,0.07,0.23,0.28,0.04,7.32,8.3,0.77,7.4,0.04,0.35,15.65,1.04,1.42,0.39
"Alex Witherden","Brisbane Lions",59,"Defender",15.31,5.36,20.66,78.03,0.08,0.1,0,1.73,4.64,1.85,0.68,2.36,0.54,0.68,4.05,13.51,0.02,0.2,0.07,1.75,0.17,0.07,78.51,0.19,0.49,3.39,384.9,3.71,4.02,0.03,0.31,0.93,0.02,0,6.54,11.71,0.07,3.25,0,0.85,9.61,0,1.14,1.39
"Ben Crocker","Adelaide",23,"Midfield",6.7,2.52,9.22,65.48,0.65,0.74,0,2.17,0.35,1.91,0.43,2.35,1.09,0.96,3.61,5.83,0,0.3,0.87,1.13,0.04,0.09,79.52,0.09,0.35,3.09,167.61,2.65,1.04,1.13,0.04,0.04,2.04,0.52,2.39,3.91,0.61,1.96,0,0.09,10.74,0,0.43,0.61
"Colin O'Riordan","Sydney",23,"Defender",6.48,6.3,12.78,75.7,0.04,0.09,0,2.04,2.13,0.91,0.26,1.91,0.65,0.87,4.3,8.87,0,0.3,0.09,3.3,0.04,0.13,72.78,0.04,0.22,2.04,183.04,2.39,5.04,0,0.43,1.3,0,0,6.43,4.04,0,3.09,0,1.52,8.96,0,1.09,2.39
"Aaron Francis","Essendon",32,"Defender",7.31,4.94,12.25,74.31,0.16,0.19,0,1.81,2.12,1.25,0.12,2.12,0.72,0.59,4.78,7.53,0,1,0.22,4.56,0.06,0.28,79.88,0,0.12,2.53,204.81,2.44,4.81,0.16,0.62,2.09,0.59,0.16,4.88,5.22,0.28,2.94,0,1.78,7.91,0.06,0.78,3.91
"Tom Bellchambers","Essendon",57,"Ruck",6.3,4.25,10.54,69.88,0.42,0.28,29.18,1.88,1.16,1.68,2.79,2.7,1.37,1.56,6.19,4.77,0.07,1.16,0.6,3.32,0,0.23,82.68,0.91,1.88,4.33,129.09,2.28,2.02,0.16,0.11,0.75,1.4,0.33,3.75,3.82,0.21,2.49,10.18,1.07,7.58,62.61,2.6,2.88
"Sydney Stack","Richmond",26,"Forward",6.23,8.54,14.77,78.38,0.46,0.42,0,2.96,0.92,1.88,0.46,2,0.65,0.85,5.77,9.38,0,0.31,0.35,1.5,0.23,0.35,74.96,0.15,0.31,3.92,192.15,1.88,4.46,0.31,0.12,0.27,0.19,0.04,6.62,4.69,0.88,4.58,0,0.85,15.19,0,0.85,0.77
"Sam Mayes","Port Adelaide",33,"Defender",11.24,7.52,18.76,76.7,0.03,0.12,0.03,1.94,3.03,2.12,0.7,1.82,0.58,0.39,4.48,13.61,0,0.15,0.06,2.7,0.12,0.21,84.42,0.18,0.52,2.73,332.12,3.79,4.06,0.09,0.45,1.58,0.09,0,7.15,8.3,0.09,3.79,0,0.48,10.27,0,0.73,2.36
"Tom McDonald","Melbourne",66,"Forward",9,5.85,14.85,72.14,1.53,0.65,2.3,2.05,1.02,2.18,0.64,2.27,0.83,0.91,6.23,8.88,0.29,1.33,1.67,3.77,0.11,0.53,86.98,0.21,0.44,5.36,227.06,2.89,2.48,0.86,0.27,0.67,2.48,0.64,3.83,6.11,1.23,3.77,0.5,0.59,11.79,9.06,0.85,3.23
"Jay Lockhart","Melbourne",22,"Forward",6.59,4.27,10.86,70.05,0.41,0.23,0,1.91,1.14,1.73,0.45,1.91,0.36,0.68,4.14,6.86,0,0.18,0.27,1.64,0,0.18,75.23,0,0.45,2.45,154.82,2.5,2.82,0.27,0.18,0.41,0.5,0.14,4.05,4.18,0.59,3.36,0,0.73,8.86,0,0.5,1.23
"Brayden Fiorini","Gold Coast",50,"Midfield",13.6,8.68,22.28,67.06,0.32,0.24,0,3.88,2.26,2.88,2.74,2.66,0.64,0.24,6.9,14.88,0.18,0.02,0.28,0.82,0.32,0.4,77.32,0.92,1.82,3.26,313.58,4.34,2.3,0.52,0.06,0.1,0.24,0.02,8.32,7.6,0.7,4.7,0,0.28,16.72,0,0.6,0.28
"James Sicily","Hawthorn",68,"Defender",14.21,6.16,20.37,80.43,0.35,0.19,0,1.31,4.72,1.94,0.24,3.31,1.32,1.13,6.4,13.09,0.25,1.41,0.18,3.91,0.35,0.13,89.56,0.01,0.22,3.4,409.31,4.87,7.47,0.04,0.44,2.09,0.56,0.15,5.65,11.29,0.22,3.91,0,2.53,8.43,0,1.24,3.59
"Shaun McKernan","Essendon",38,"Forward",7.82,3.66,11.47,59.47,1.08,0.74,7.61,1.82,0.55,2,1.45,3.97,0.87,2.11,6.29,5.55,0.16,1.66,1.58,1.95,0.11,0.29,82.84,0.39,1.05,4.74,194.21,3.26,0.95,0.61,0.08,0.29,3.34,0.79,2.47,4.45,0.79,2.58,1.95,0.37,7.16,20.82,1,1.45
"Conor McKenna","Essendon",65,"Defender",12.15,6.06,18.22,75.74,0.23,0.09,0,1.58,3.62,2.38,0.62,2.6,0.52,0.55,4.49,11.17,0.02,0.2,0.08,2.08,2.78,0.45,83.02,0.22,0.4,3.72,375.15,3.37,4.12,0,0.26,1.02,0.14,0.05,6.29,8.68,0.06,3.68,0,0.65,9.51,0,1.06,1.6
"Bailey Dale","Western Bulldogs",45,"Forward",8.4,5.84,14.24,66.6,1.13,0.69,0,1.62,0.82,2.11,0.96,2.02,0.67,0.64,4.78,9.51,0.04,0.33,0.98,0.93,0.09,0.47,79.87,0.09,0.89,4.78,221.02,2.91,1.78,0.53,0.07,0.16,1.2,0.24,3.76,4.53,1.07,3.76,0,0.29,9.98,0.02,0.76,0.76
"Paul Seedsman","Adelaide",46,"Midfield",10.91,7.98,18.89,74.17,0.61,0.57,0,2.67,1.89,3.65,1.57,1.85,0.48,0.48,5.43,13.54,0.04,0.3,0.28,0.93,1.17,0.41,80.89,0.26,1.3,4.54,424.41,3.41,2.5,0.3,0.09,0.35,0.35,0.09,7.02,7.54,0.46,4.07,0,0.33,13.61,0,0.85,0.5
"Ben Reid","Collingwood",31,"Forward",8.35,3.42,11.77,67.26,1.16,0.84,1.19,1.13,0.71,1.58,0.23,1.68,1.58,0.45,4.97,7.16,0.1,1.26,1.35,2.03,0.06,0.58,80.16,0,0.23,4.58,215.94,2.19,1.81,0.55,0.16,0.81,3.71,0.84,2.19,5.52,0.77,1.84,0.26,0.61,6.45,3.65,0.52,1.65
"Lynden Dunn","Collingwood",33,"Defender",8.88,4.06,12.94,80.61,0.06,0.03,0,1.64,3.24,0.94,0.18,1.97,0.79,1.06,3.91,8.03,0,0.39,0,4.88,0.21,0,88.33,0,0.18,2.15,242.7,2.33,5.18,0,0.7,3.33,0.03,0,5.52,7,0.03,2.7,0,1.24,7.09,0,1.39,3.55
"Rhys Mathieson","Brisbane Lions",36,"Midfield",7.5,9.11,16.61,75.64,0.44,0.17,0.03,3.22,1.14,2.33,3.28,2.78,1.64,1.11,8.22,8.94,0,0.14,0.22,0.89,0,0.42,73.72,0.97,2.31,4,185.69,2.94,1.83,0.61,0.03,0.06,0.36,0.08,6.86,5.06,1.19,5.31,0,0.14,15.17,0.03,1.14,0.33
"Zac Langdon","Greater Western Sydney",31,"Forward",4.48,4.16,8.65,65.84,0.74,0.42,0,4,0.19,1.19,0.71,2.23,0.68,0.94,4.52,4.39,0,0.13,0.65,1.19,0.1,0.42,75.65,0.26,0.42,3.32,114.9,2.19,1.29,1.74,0,0.06,0.71,0.06,4,2.55,1.32,3.48,0,0.1,16.94,0,0.58,0.97
"Dane Rampe","Sydney",72,"Defender",10.64,6.71,17.35,82.72,0,0.04,0,2.25,5.31,1.06,0.19,2.62,0.57,1.35,5.07,11.19,0.04,0.43,0.01,5.47,0.54,0.08,94.15,0.01,0.19,2.14,338.99,3.08,6.62,0,1.04,4.14,0,0,6.51,8.53,0.01,3.94,0,1.56,8.17,0.01,0.83,4.99
"David Zaharakis","Essendon",70,"Midfield",12.34,10.13,22.47,71.39,0.47,0.37,0,3.5,1.84,3.53,1.81,2.46,0.57,0.54,6.44,15.93,0.29,0.04,0.21,0.91,0.47,0.59,82.51,0.46,1.34,5.3,322.9,3.91,2.7,0.34,0.06,0.23,0.17,0.04,7.66,7.81,0.89,4.86,0,0.34,15.03,0,0.93,0.5
